raw_data/readable-stream.csv,498223760
raw_data/glob.csv,486450736
raw_data/async.csv,465892183
raw_data/lodash.csv,447872953
raw_data/qs.csv,396840941
raw_data/minimist.csv,396729146
raw_data/minimatch.csv,383603977
raw_data/debug.csv,375909228
raw_data/source-map.csv,367306663
raw_data/inherits.csv,362437754
raw_data/isarray.csv,348010886
raw_data/supports-color.csv,303790794
raw_data/ms.csv,296309088
raw_data/commander.csv,290527659
raw_data/graceful-fs.csv,290412714
raw_data/assert-plus.csv,273786068
raw_data/object-assign.csv,269656441
raw_data/mkdirp.csv,260897091
raw_data/wordwrap.csv,246717958
raw_data/semver.csv,246005885
raw_data/strip-ansi.csv,238056657
raw_data/request.csv,237311199
raw_data/camelcase.csv,234067361
raw_data/once.csv,230596308
raw_data/chalk.csv,228281207
raw_data/mime-types.csv,226053011
raw_data/yargs.csv,225532365
raw_data/string_decoder.csv,223958498
raw_data/ansi-styles.csv,218800645
raw_data/ansi-regex.csv,218152740
raw_data/form-data.csv,210471249
raw_data/mime-db.csv,207790963
raw_data/rimraf.csv,206093283
raw_data/core-util-is.csv,201229746
raw_data/xtend.csv,200240070
raw_data/esprima.csv,199887824
raw_data/acorn.csv,195653584
raw_data/balanced-match.csv,191523887
raw_data/escape-string-regexp.csv,190822001
raw_data/lru-cache.csv,189658925
raw_data/has-ansi.csv,188169365
raw_data/brace-expansion.csv,183384875
raw_data/through2.csv,180739862
raw_data/mime.csv,180195061
raw_data/wrappy.csv,176901046
raw_data/colors.csv,175547685
raw_data/concat-map.csv,172537537
raw_data/inflight.csv,171096848
raw_data/window-size.csv,168861957
raw_data/uglify-js.csv,164009228
raw_data/path-is-absolute.csv,163238063
raw_data/estraverse.csv,163161480
raw_data/delayed-stream.csv,161073757
raw_data/util-deprecate.csv,160948398
raw_data/process-nextick-args.csv,160907147
raw_data/combined-stream.csv,160206276
raw_data/hoek.csv,159898297
raw_data/hawk.csv,159236087
raw_data/punycode.csv,158660446
raw_data/oauth-sign.csv,157861478
raw_data/extend.csv,157424896
raw_data/strip-bom.csv,154556684
raw_data/caseless.csv,153050691
raw_data/http-signature.csv,152173205
raw_data/boom.csv,151545784
raw_data/asn1.csv,150962611
raw_data/tunnel-agent.csv,149556221
